gender,age,marital_status,disability,residence_district,father_education_level,mother_education_level,household_members,economic_dependency,insurance_type,chronic_disease,academic_program,current_semester,enrolled_courses,weighted_average,failed_course,class_attendance,career_motivation,career_satisfaction,personal_motivation,professor_motivation,considered_career_change,dropout_thought,transportation,commute_time,internet_access,study_space,library_usage,academic_tutoring,university_support,housing_type,personal_income,family_income,scholarship,currently_working,work_hours,work_affects_studies,study_hours,bullying_experience,demotivation,academic_stress,emotional_support,dropout_reason
Female,17,Married,No,El Agustino,University,Primary,6,Partial,EsSalud,No,Software Engineering,6,4–5,16+,No,Almost always,Door answer serve citizen us throughout.,Satisfied,No,No,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Rented,>1000,1000–2000,No,No,>20,No,<5,No,No,No,Yes,
Male,30,Single,No,Villa María del Triunfo,Secondary,Secondary,2,Partial,Private,No,Software Engineering,10,4–5,10–12,Yes,Always,Future anyone heavy throw Mrs others show oil.,Satisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Sometimes,No,Yes,Owned,<500,<1000,Yes,No,10–20,Yes,<5,No,No,No,Yes,
Male,19,Single,No,El Agustino,Secondary,Technical,2,Minimal,SIS,No,Software Engineering,5,3,10–12,No,Never,Art close own world find accept worker positive rest man.,Satisfied,Yes,No,Yes,No,Public,<30 min,Yes,Yes,Sometimes,Yes,No,Owned,0,1000–2000,Yes,Yes,<10,No,5–10,No,No,No,Yes,
Female,23,Single,No,San Borja,Postgraduate,Primary,1,Partial,SIS,No,Software Engineering,4,4–5,13–15,Yes,Almost always,Speech part source myself fine want score very.,Satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,No,Sometimes,No,No,Owned,500–1000,1000–2000,No,Yes,<10,No,5–10,No,Yes,Yes,No,
Male,33,Single,No,Punta Negra,Secondary,Primary,7,Total,SIS,Yes,Systems Engineering,6,6 or more,13–15,Yes,Always,Career save serious feel wind lose only.,Very unsatisfied,No,No,No,No,Public,>1 h,Yes,Yes,Regularly,Yes,Yes,Shared,<500,2000–4000,No,No,<10,Yes,<5,No,Yes,Yes,No,
Female,24,Single,No,Lima Cercado,Technical,Primary,5,Minimal,EsSalud,No,Software Engineering,1,3,13–15,Yes,Almost always,During they leg serious suddenly get six newspaper manage.,Satisfied,No,Yes,No,No,Public,>1 h,Yes,Yes,Never,Yes,Yes,Owned,500–1000,<1000,No,No,<10,Yes,5–10,No,No,Yes,Yes,
Male,29,Divorced,Yes,Ate,Secondary,Secondary,1,Total,EsSalud,No,Software Engineering,1,6 or more,<10,Yes,Sometimes,Run book care prevent staff tend relationship game.,Satisfied,No,No,No,Yes,Public,30–60 min,Yes,Yes,Regularly,No,No,Owned,500–1000,1000–2000,No,No,10–20,No,<5,No,No,No,No,Only personal professional can statement fact fine.
Female,26,Single,No,San Bartolo,Technical,Primary,5,Partial,None,No,Software Engineering,9,3,13–15,No,Sometimes,Control kind hit little throughout really each or through.,Satisfied,No,No,Yes,No,Public,<30 min,Yes,Yes,Sometimes,No,Yes,Rented,<500,<1000,Yes,No,<10,Yes,5–10,No,No,No,Yes,
Male,34,Single,No,Miraflores,Technical,Primary,5,Partial,EsSalud,No,Systems Engineering,3,3,13–15,No,Sometimes,Everything wide television these American own gas.,Satisfied,No,No,No,No,Public,<30 min,Yes,Yes,Never,No,Yes,Shared,>1000,2000–4000,No,Yes,<10,Yes,<5,No,No,No,No,
Female,31,Single,No,San Isidro,Postgraduate,Postgraduate,2,Total,None,No,Systems Engineering,3,3,13–15,No,Almost always,Role sound front century wall.,Unsatisfied,Yes,No,No,No,Private,30–60 min,Yes,Yes,Regularly,Yes,Yes,Owned,500–1000,1000–2000,No,No,<10,Yes,5–10,No,No,No,No,
Female,20,Single,No,Lima Cercado,Secondary,Postgraduate,4,Partial,Private,No,Systems Engineering,7,6 or more,10–12,No,Always,Avoid he set east together center.,Very unsatisfied,Yes,No,No,No,Public,<30 min,Yes,No,Regularly,No,No,Owned,0,<1000,No,Yes,>20,No,5–10,No,No,Yes,Yes,
Male,28,Single,No,Jesús María,Primary,University,1,Do not depend,EsSalud,Yes,Systems Engineering,6,6 or more,10–12,No,Always,Enjoy teach Mrs million executive deal anything.,Satisfied,No,No,No,No,Public,30–60 min,Yes,Yes,Never,No,Yes,Rented,0,1000–2000,No,No,10–20,Yes,5–10,No,Yes,No,Yes,
Male,34,Single,No,Magdalena del Mar,Postgraduate,Primary,4,Minimal,SIS,No,Systems Engineering,8,4–5,13–15,Yes,Sometimes,Threat black argue able save nearly seat.,Satisfied,Yes,No,No,No,Public,<30 min,Yes,Yes,Regularly,Yes,No,Rented,500–1000,1000–2000,No,No,<10,No,<5,No,No,Yes,No,
Male,28,Divorced,No,Pueblo Libre,Secondary,Secondary,4,Total,None,No,Systems Engineering,2,4–5,13–15,No,Always,Wish conference rise number south.,Unsatisfied,Yes,Yes,No,No,Private,30–60 min,Yes,No,Sometimes,No,No,Rented,0,>4000,No,No,10–20,Yes,<5,No,Yes,No,Yes,
Female,32,Single,No,Comas,Primary,Primary,2,Minimal,SIS,No,Software Engineering,5,4–5,16+,No,Almost always,Two Democrat tough move market join hair serve senior.,Very satisfied,Yes,Yes,No,Yes,Private,<30 min,Yes,Yes,Sometimes,Yes,No,Shared,<500,1000–2000,No,Yes,10–20,No,5–10,No,No,No,No,International head drop test small TV until.
Female,29,Single,No,Chaclacayo,Secondary,Primary,4,Partial,EsSalud,No,Software Engineering,9,3,10–12,Yes,Almost always,Summer present every majority similar sport us.,Unsatisfied,Yes,Yes,No,No,Public,30–60 min,No,Yes,Sometimes,Yes,Yes,Rented,0,2000–4000,No,Yes,10–20,No,>10,No,No,Yes,No,
Male,20,Single,No,Lince,Technical,Secondary,6,Partial,SIS,No,Systems Engineering,6,4–5,13–15,Yes,Sometimes,Computer open factor anything coach throughout we nation address.,Satisfied,No,Yes,No,Yes,Public,<30 min,Yes,Yes,Sometimes,No,No,Rented,0,>4000,Yes,Yes,<10,Yes,<5,Yes,No,Yes,Yes,Take worry sing low article similar land sister yes.
Male,22,Single,No,San Juan de Lurigancho,Primary,University,3,Partial,Private,No,Software Engineering,10,4–5,13–15,No,Sometimes,Tree way father direction card help stock.,Unsatisfied,Yes,Yes,Yes,Yes,Private,30–60 min,Yes,Yes,Regularly,No,Yes,Rented,>1000,<1000,No,Yes,10–20,No,5–10,Yes,No,No,Yes,Affect away beat individual appear trip bit candidate once key challenge.
Male,22,Single,No,Breña,University,Primary,6,Total,Private,No,Software Engineering,4,6 or more,10–12,No,Almost always,Firm someone loss daughter we look.,Unsatisfied,No,No,No,No,Walking,<30 min,No,Yes,Never,No,No,Shared,0,>4000,No,No,<10,No,5–10,No,No,Yes,Yes,
Male,29,Married,No,Pucusana,Technical,Secondary,3,Total,SIS,No,Software Engineering,6,3,10–12,No,Always,Recognize budget street hard relate cold.,Satisfied,Yes,Yes,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,No,No,Shared,0,<1000,No,No,<10,Yes,5–10,No,No,Yes,Yes,Than future Mrs mother century among hundred move.
Male,18,Single,No,Villa El Salvador,Secondary,University,4,Minimal,EsSalud,No,Software Engineering,3,4–5,16+,Yes,Almost always,Apply down him on all important arrive.,Satisfied,Yes,No,No,No,Public,30–60 min,Yes,Yes,Regularly,No,Yes,Owned,0,<1000,No,No,>20,Yes,>10,No,Yes,No,Yes,
Male,28,Single,No,Villa El Salvador,Secondary,Postgraduate,5,Minimal,EsSalud,Yes,Software Engineering,2,6 or more,16+,Yes,Sometimes,Serious as design occur claim dinner.,Satisfied,No,Yes,Yes,No,Public,30–60 min,Yes,Yes,Regularly,No,Yes,Owned,<500,<1000,No,No,10–20,No,5–10,No,No,No,No,
Female,34,Married,No,Lurigancho-Chosica,Primary,University,4,Total,EsSalud,No,Software Engineering,5,4–5,10–12,No,Almost always,Nice wrong sound sign environmental challenge onto admit.,Very satisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Sometimes,No,Yes,Owned,<500,1000–2000,No,Yes,<10,Yes,>10,No,No,No,Yes,
Male,30,Single,No,Breña,Technical,Secondary,7,Partial,EsSalud,No,Systems Engineering,5,4–5,16+,Yes,Sometimes,Under nation discussion two certainly continue million throughout.,Unsatisfied,Yes,No,Yes,No,Walking,30–60 min,Yes,Yes,Regularly,No,No,Rented,500–1000,1000–2000,No,No,10–20,No,5–10,No,Yes,Yes,Yes,
Male,24,Single,No,Santa Anita,University,Technical,2,Total,SIS,No,Systems Engineering,2,4–5,10–12,Yes,Almost always,Woman world just prevent minute wrong clearly decision strategy.,Satisfied,No,No,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Shared,>1000,1000–2000,No,Yes,>20,Yes,5–10,No,No,Yes,Yes,Course thousand yourself name life source.
Female,20,Single,No,San Martín de Porres,Technical,University,2,Partial,SIS,No,Systems Engineering,8,4–5,16+,Yes,Sometimes,System happen sign east go million.,Satisfied,No,No,Yes,No,Private,>1 h,Yes,Yes,Sometimes,No,Yes,Rented,0,1000–2000,No,No,>20,Yes,5–10,No,No,Yes,Yes,
Female,25,Single,No,San Isidro,Technical,Secondary,3,Partial,EsSalud,No,Software Engineering,7,4–5,13–15,Yes,Almost always,Receive center such record activity.,Very satisfied,Yes,Yes,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,Yes,No,Shared,<500,2000–4000,No,Yes,<10,Yes,5–10,No,No,Yes,Yes,Plan discover worry reduce style cost deep final.
Male,29,Single,No,Villa El Salvador,Primary,Primary,1,Partial,SIS,No,Systems Engineering,2,4–5,10–12,Yes,Almost always,Perform movement realize successful standard pay show Mrs.,Satisfied,Yes,No,No,No,Public,30–60 min,Yes,Yes,Never,No,Yes,Owned,0,1000–2000,No,No,<10,No,>10,No,No,No,No,
Female,26,Single,Yes,Pucusana,Secondary,Secondary,6,Partial,EsSalud,No,Systems Engineering,10,4–5,10–12,No,Always,His check easy way organization set.,Satisfied,No,No,Yes,No,Walking,>1 h,Yes,Yes,Regularly,No,Yes,Owned,<500,2000–4000,No,No,>20,Yes,>10,No,No,Yes,No,
Male,30,Married,No,San Bartolo,Technical,University,6,Partial,SIS,No,Software Engineering,7,4–5,16+,Yes,Always,Do should page article bag again career.,Satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,No,Sometimes,No,No,Rented,500–1000,1000–2000,No,No,<10,No,5–10,Yes,No,No,No,
Male,25,Single,No,San Bartolo,Primary,University,5,Partial,Private,No,Systems Engineering,6,4–5,13–15,Yes,Always,Fine research responsibility raise order get Mr seek.,Very satisfied,Yes,No,No,No,Private,<30 min,Yes,Yes,Regularly,Yes,No,Shared,0,<1000,No,Yes,<10,Yes,5–10,No,Yes,Yes,No,
Male,33,Single,Yes,Rímac,Primary,Secondary,4,Partial,SIS,No,Software Engineering,7,4–5,13–15,Yes,Always,News check laugh section type guy no rule tonight join.,Very satisfied,No,Yes,No,Yes,Public,<30 min,Yes,Yes,Sometimes,No,No,Rented,500–1000,1000–2000,No,No,10–20,Yes,<5,No,No,Yes,Yes,Out travel national heart scene admit teach figure.
Female,23,Single,Yes,Jesús María,Postgraduate,Postgraduate,2,Partial,EsSalud,No,Systems Engineering,6,4–5,10–12,Yes,Never,Inside create care brother although strong discuss then arrive.,Unsatisfied,Yes,Yes,No,No,Private,30–60 min,Yes,Yes,Regularly,No,Yes,Dormitory,<500,>4000,No,No,>20,Yes,<5,No,No,Yes,Yes,
Female,31,Divorced,No,Lurigancho-Chosica,Secondary,Technical,4,Partial,SIS,No,Software Engineering,5,3,10–12,No,Always,Yourself turn stay lay teacher.,Satisfied,Yes,No,Yes,No,Public,30–60 min,Yes,No,Regularly,Yes,No,Owned,500–1000,<1000,No,No,>20,Yes,<5,Yes,No,No,No,
Male,30,Single,No,Barranco,Technical,University,6,Total,Private,No,Software Engineering,2,6 or more,16+,No,Almost always,Science large hundred understand research risk effect later candidate guy.,Satisfied,Yes,No,No,No,Private,30–60 min,Yes,Yes,Sometimes,No,Yes,Rented,>1000,1000–2000,No,No,<10,Yes,5–10,No,No,Yes,Yes,
Male,18,Single,No,Barranco,Primary,University,6,Minimal,SIS,No,Systems Engineering,4,3,10–12,Yes,Never,Development executive it reflect want threat along board six theory.,Very satisfied,Yes,No,No,No,Private,<30 min,Yes,Yes,Regularly,Yes,Yes,Owned,<500,<1000,No,No,10–20,Yes,5–10,No,No,No,No,
Male,26,Single,No,La Molina,Secondary,Secondary,6,Total,EsSalud,No,Software Engineering,9,4–5,16+,No,Almost always,Onto along identify together affect give.,Very satisfied,No,Yes,Yes,No,Public,30–60 min,No,Yes,Regularly,Yes,No,Rented,0,<1000,No,No,<10,No,5–10,No,No,No,Yes,
Male,22,Single,No,San Martín de Porres,Secondary,Primary,1,Minimal,EsSalud,No,Software Engineering,8,4–5,13–15,No,Almost always,Among staff go next according place.,Satisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Sometimes,No,Yes,Owned,0,<1000,No,No,<10,Yes,<5,No,No,No,Yes,
Female,27,Single,No,La Victoria,Secondary,Primary,7,Do not depend,EsSalud,No,Systems Engineering,5,4–5,13–15,No,Almost always,Response station onto everyone parent.,Satisfied,Yes,Yes,Yes,No,Public,<30 min,Yes,Yes,Sometimes,No,Yes,Owned,0,2000–4000,No,No,10–20,Yes,5–10,No,No,Yes,Yes,
Male,32,Divorced,No,Santiago de Surco,Primary,Technical,7,Total,EsSalud,No,Systems Engineering,10,3,13–15,No,Sometimes,Outside crime compare a land relationship federal according society.,Satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Regularly,No,Yes,Rented,<500,<1000,No,No,<10,Yes,<5,No,Yes,Yes,Yes,
Female,26,Single,No,Pueblo Libre,Postgraduate,Secondary,7,Total,Private,No,Software Engineering,9,3,<10,No,Almost always,Clearly travel accept news issue sister.,Satisfied,No,No,Yes,No,Private,<30 min,Yes,Yes,Regularly,No,No,Rented,0,2000–4000,No,Yes,<10,Yes,5–10,No,Yes,No,Yes,
Female,31,Single,No,Los Olivos,Technical,Primary,1,Partial,SIS,No,Systems Engineering,8,6 or more,13–15,Yes,Never,Room energy past hard good ten team culture.,Very satisfied,No,No,No,No,Public,<30 min,Yes,No,Sometimes,No,Yes,Dormitory,<500,>4000,No,No,10–20,No,5–10,No,No,No,Yes,
Female,32,Single,No,Santa María del Mar,Technical,Secondary,6,Total,SIS,No,Systems Engineering,5,4–5,<10,Yes,Almost always,Read black imagine analysis sell.,Very satisfied,No,Yes,Yes,No,Public,30–60 min,Yes,Yes,Sometimes,No,No,Owned,0,1000–2000,No,Yes,>20,Yes,5–10,No,No,Yes,Yes,
Male,24,Single,No,Santa Anita,University,Primary,6,Minimal,Private,Yes,Systems Engineering,8,4–5,13–15,No,Almost always,Stay wall bank enter south piece over.,Unsatisfied,No,Yes,Yes,No,Public,<30 min,Yes,Yes,Sometimes,No,No,Rented,500–1000,2000–4000,No,No,<10,No,5–10,No,Yes,No,No,
Male,29,Single,No,Lurigancho-Chosica,Secondary,Secondary,2,Partial,EsSalud,No,Software Engineering,2,4–5,10–12,No,Always,Challenge miss manage decide fish agree.,Very satisfied,Yes,Yes,Yes,No,Walking,30–60 min,Yes,Yes,Sometimes,No,No,Shared,<500,1000–2000,No,No,<10,No,<5,No,No,No,Yes,
Male,28,Single,No,San Juan de Lurigancho,Secondary,University,7,Do not depend,EsSalud,No,Software Engineering,4,4–5,10–12,No,Always,Information church include direction spend seem within.,Satisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Regularly,No,Yes,Dormitory,<500,<1000,No,No,<10,No,5–10,No,Yes,No,No,
Male,31,Single,No,El Agustino,Secondary,Technical,6,Partial,EsSalud,No,Software Engineering,3,3,13–15,No,Always,Season reach less chair important career machine her financial character.,Unsatisfied,Yes,No,No,No,Walking,<30 min,Yes,Yes,Sometimes,Yes,Yes,Owned,500–1000,2000–4000,Yes,Yes,<10,No,<5,No,No,No,No,
Female,26,Single,No,San Luis,Secondary,Technical,1,Total,SIS,Yes,Systems Engineering,5,6 or more,10–12,No,Always,Everybody sea tree officer simply learn.,Very satisfied,Yes,Yes,Yes,No,Public,<30 min,Yes,No,Never,Yes,No,Owned,0,<1000,No,No,10–20,Yes,5–10,No,No,Yes,No,
Male,29,Single,Yes,Lima Cercado,Primary,Primary,4,Minimal,SIS,No,Software Engineering,5,4–5,13–15,Yes,Almost always,Bill product small option charge activity save.,Very satisfied,Yes,No,No,No,Public,<30 min,Yes,Yes,Sometimes,Yes,No,Owned,500–1000,<1000,Yes,No,>20,Yes,<5,No,Yes,Yes,No,
Female,33,Single,No,Ancón,Primary,University,5,Total,EsSalud,No,Software Engineering,4,6 or more,<10,No,Almost always,Any good yeah tell rule social difference learn follow.,Unsatisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Regularly,Yes,No,Shared,0,<1000,No,No,<10,Yes,5–10,No,No,No,No,
Male,24,Single,No,Santa María del Mar,Secondary,Secondary,7,Do not depend,Private,No,Software Engineering,3,4–5,10–12,Yes,Always,To rock same receive perhaps pattern north Democrat woman.,Satisfied,Yes,Yes,No,No,Public,>1 h,Yes,Yes,Sometimes,Yes,No,Owned,0,>4000,No,No,<10,Yes,>10,No,Yes,No,Yes,
Female,22,Single,No,San Luis,Secondary,Primary,6,Total,EsSalud,No,Software Engineering,2,3,13–15,Yes,Almost always,Threat ask look contain finally.,Very satisfied,Yes,Yes,No,No,Private,<30 min,Yes,Yes,Regularly,Yes,No,Rented,500–1000,>4000,No,No,<10,Yes,<5,No,Yes,No,Yes,
Male,30,Single,No,Breña,Secondary,Technical,2,Partial,EsSalud,No,Software Engineering,10,4–5,13–15,No,Sometimes,Listen drug question report notice environmental order candidate.,Satisfied,Yes,Yes,No,No,Walking,30–60 min,Yes,Yes,Sometimes,Yes,No,Shared,500–1000,<1000,No,No,<10,Yes,5–10,No,Yes,No,Yes,
Male,30,Single,No,Ate,Secondary,Secondary,2,Partial,EsSalud,No,Software Engineering,1,4–5,13–15,No,Always,High out your always around play fact check hand.,Satisfied,No,Yes,No,No,Private,<30 min,No,Yes,Never,No,Yes,Rented,0,<1000,No,No,>20,Yes,<5,No,No,No,No,
Male,32,Single,No,Surquillo,Primary,Secondary,5,Do not depend,EsSalud,Yes,Software Engineering,5,4–5,13–15,No,Sometimes,But provide production able together.,Satisfied,Yes,Yes,No,Yes,Public,<30 min,Yes,No,Never,Yes,No,Rented,<500,2000–4000,No,No,<10,No,<5,Yes,No,No,Yes,Owner section worry finish rest assume start receive suffer science fast.
Male,25,Single,No,Chaclacayo,Secondary,Primary,5,Total,Private,No,Software Engineering,10,3,13–15,Yes,Sometimes,Four six effort sister environment other reality message improve.,Satisfied,No,No,Yes,Yes,Public,>1 h,Yes,No,Sometimes,No,No,Owned,0,1000–2000,No,No,10–20,Yes,<5,No,No,Yes,Yes,Hair begin business follow sense really inside nothing to.
Male,26,Married,No,Miraflores,University,University,7,Total,None,No,Software Engineering,7,3,13–15,Yes,Almost always,Vote along remember low face just attack.,Satisfied,Yes,No,No,Yes,Public,<30 min,Yes,No,Never,No,Yes,Rented,0,<1000,No,Yes,10–20,Yes,>10,No,No,No,No,Example seem fall describe these some expert set five add throughout your.
Male,32,Single,No,Lima Cercado,University,Primary,3,Partial,EsSalud,No,Software Engineering,2,4–5,10–12,Yes,Almost always,Report member my prepare play turn.,Very satisfied,Yes,Yes,Yes,Yes,Public,<30 min,Yes,No,Sometimes,Yes,Yes,Shared,>1000,1000–2000,No,Yes,<10,Yes,<5,No,No,Yes,No,Organization society tree strategy front fish.
Female,28,Single,No,Villa El Salvador,Technical,Primary,7,Partial,None,No,Systems Engineering,5,4–5,10–12,Yes,Almost always,Return especially still during public contain answer understand cold friend.,Satisfied,Yes,No,No,No,Public,>1 h,Yes,Yes,Never,Yes,Yes,Owned,500–1000,>4000,Yes,Yes,<10,Yes,<5,No,No,Yes,No,
Female,31,Married,No,Ancón,University,Technical,2,Total,EsSalud,No,Software Engineering,7,4–5,13–15,No,Almost always,Chance so indeed approach measure again short remember.,Very unsatisfied,Yes,Yes,Yes,No,Public,30–60 min,Yes,Yes,Never,No,Yes,Owned,0,1000–2000,No,No,<10,Yes,5–10,No,No,No,Yes,
Male,17,Single,No,Chaclacayo,Technical,Secondary,7,Minimal,None,No,Systems Engineering,7,6 or more,16+,No,Always,Speech yes where wear attorney society event.,Very satisfied,Yes,Yes,Yes,No,Walking,30–60 min,Yes,Yes,Sometimes,No,No,Shared,>1000,2000–4000,No,No,>20,Yes,<5,No,No,No,Yes,
Male,30,Single,No,San Bartolo,Secondary,Secondary,1,Total,SIS,No,Systems Engineering,3,4–5,13–15,Yes,Almost always,Room myself beyond less suggest can college suggest authority yes.,Satisfied,Yes,No,No,Yes,Public,>1 h,Yes,Yes,Sometimes,Yes,Yes,Owned,0,2000–4000,No,No,<10,Yes,<5,No,No,No,No,Record only school grow sport season number available message.
Female,22,Single,No,Cieneguilla,University,Secondary,2,Partial,EsSalud,No,Software Engineering,5,6 or more,13–15,No,Almost always,Author of exist community least in century lay score.,Unsatisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Never,No,No,Shared,<500,2000–4000,No,No,<10,Yes,<5,No,No,Yes,Yes,
Female,23,Divorced,No,Pueblo Libre,Secondary,Primary,3,Partial,EsSalud,No,Software Engineering,6,4–5,10–12,Yes,Sometimes,Yeah owner apply method without young almost against image.,Unsatisfied,No,Yes,Yes,No,Public,<30 min,Yes,Yes,Sometimes,Yes,Yes,Rented,0,2000–4000,No,Yes,<10,Yes,<5,No,No,Yes,Yes,
Female,30,Single,No,Punta Hermosa,Postgraduate,Secondary,7,Total,SIS,No,Systems Engineering,7,4–5,10–12,No,Sometimes,Happy see feel reality bring learn both officer beyond.,Very unsatisfied,Yes,No,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,Yes,No,Shared,0,2000–4000,Yes,No,10–20,No,<5,No,No,No,Yes,Development finally develop another run style woman chance bank reveal father.
